team_a,team_b,scope,matches,wins_a,draws,wins_b,goals_a,goals_b,win_pct_a,win_pct_b,avg_goals_a,avg_goals_b,last_meeting
PAR,JPN,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-29
PAR,SWE,all_competitive,2,0,1,1,2.0,3.0,0.0,0.5,1.0,1.5,2006-06-15
PAR,SWE,wc_only,2,0,1,1,2.0,3.0,0.0,0.5,1.0,1.5,2006-06-15
PAR,BEL,all_competitive,2,1,1,0,3.0,2.0,0.5,0.0,1.5,1.0,1986-06-11
PAR,BEL,wc_only,2,1,1,0,3.0,2.0,0.5,0.0,1.5,1.0,1986-06-11
PAR,NZL,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-24
PAR,NZL,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-24
PAR,ESP,all_competitive,3,0,1,2,1.0,4.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2010-07-03
PAR,ESP,wc_only,3,0,1,2,1.0,4.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2010-07-03
PAR,URU,all_competitive,61,17,15,29,68.0,96.0,0.2786885245901639,0.47540983606557374,1.1147540983606556,1.5737704918032787,2025-06-05
PAR,FRA,all_competitive,2,0,0,2,3.0,8.0,0.0,1.0,1.5,4.0,1998-06-28
PAR,FRA,wc_only,2,0,0,2,3.0,8.0,0.0,1.0,1.5,4.0,1998-06-28
PAR,IRQ,all_competitive,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1986-06-04
PAR,IRQ,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1986-06-04
PAR,ARG,all_competitive,84,12,25,47,88.0,182.0,0.14285714285714285,0.5595238095238095,1.0476190476190477,2.1666666666666665,2024-11-14
PAR,COL,all_competitive,40,16,8,16,48.0,43.0,0.4,0.4,1.2,1.075,2025-03-25
PAR,ENG,all_competitive,2,0,0,2,0.0,4.0,0.0,1.0,0.0,2.0,2006-06-10
PAR,ENG,wc_only,2,0,0,2,0.0,4.0,0.0,1.0,0.0,2.0,2006-06-10
AUS,TUR,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-13
AUS,TUR,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-13
AUS,GER,all_competitive,4,0,0,4,5.0,14.0,0.0,1.0,1.25,3.5,2017-06-19
AUS,GER,wc_only,2,0,0,2,0.0,7.0,0.0,1.0,0.0,3.5,2010-06-13
AUS,CUW,all_competitive,1,1,0,0,5.0,1.0,1.0,0.0,5.0,1.0,2026-03-31
AUS,NED,all_competitive,1,0,0,1,2.0,3.0,0.0,1.0,2.0,3.0,2014-06-18
AUS,NED,wc_only,1,0,0,1,2.0,3.0,0.0,1.0,2.0,3.0,2014-06-18
AUS,JPN,all_competitive,18,4,8,6,19.0,21.0,0.2222222222222222,0.3333333333333333,1.0555555555555556,1.1666666666666667,2025-06-05
AUS,JPN,wc_only,1,1,0,0,3.0,1.0,1.0,0.0,3.0,1.0,2006-06-12
AUS,TUN,all_competitive,2,1,0,1,1.0,2.0,0.5,0.5,0.5,1.0,2022-11-26
AUS,TUN,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2022-11-26
AUS,EGY,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1987-06-19
AUS,IRN,all_competitive,6,1,2,3,6.0,7.0,0.16666666666666666,0.5,1.0,1.1666666666666667,1997-11-29
AUS,NZL,all_competitive,54,33,9,12,130.0,60.0,0.6111111111111112,0.2222222222222222,2.4074074074074074,1.1111111111111112,2025-09-09
AUS,ESP,all_competitive,1,0,0,1,0.0,3.0,0.0,1.0,0.0,3.0,2014-06-23
AUS,ESP,wc_only,1,0,0,1,0.0,3.0,0.0,1.0,0.0,3.0,2014-06-23
AUS,KSA,all_competitive,9,4,3,2,14.0,10.0,0.4444444444444444,0.2222222222222222,1.5555555555555556,1.1111111111111112,2025-06-10
AUS,URU,all_competitive,5,3,0,2,3.0,4.0,0.6,0.4,0.6,0.8,2005-11-16
AUS,FRA,all_competitive,4,1,0,3,3.0,7.0,0.25,0.75,0.75,1.75,2022-11-22
AUS,FRA,wc_only,2,0,0,2,2.0,6.0,0.0,1.0,1.0,3.0,2022-11-22
AUS,IRQ,all_competitive,10,6,2,2,12.0,7.0,0.6,0.2,1.2,0.7,2017-03-23
AUS,ARG,all_competitive,4,0,1,3,4.0,8.0,0.0,0.75,1.0,2.0,2022-12-03
AUS,ARG,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2022-12-03
AUS,JOR,all_competitive,7,4,0,3,12.0,6.0,0.5714285714285714,0.42857142857142855,1.7142857142857142,0.8571428571428571,2021-06-15
AUS,UZB,all_competitive,5,3,2,0,10.0,1.0,0.6,0.0,2.0,0.2,2024-01-23
AUS,CRO,all_competitive,1,0,1,0,2.0,2.0,0.0,0.0,2.0,2.0,2006-06-22
AUS,CRO,wc_only,1,0,1,0,2.0,2.0,0.0,0.0,2.0,2.0,2006-06-22
AUS,GHA,all_competitive,2,1,1,0,3.0,1.0,0.5,0.0,1.5,0.5,2010-06-19
AUS,GHA,wc_only,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,2010-06-19
TUR,GER,all_competitive,13,1,3,9,9.0,34.0,0.07692307692307693,0.6923076923076923,0.6923076923076923,2.6153846153846154,2011-10-07
TUR,GER,wc_only,2,0,0,2,3.0,11.0,0.0,1.0,1.5,5.5,1954-06-23
TUR,NED,all_competitive,11,3,2,6,13.0,21.0,0.2727272727272727,0.5454545454545454,1.1818181818181819,1.9090909090909092,2024-07-06
TUR,JPN,all_competitive,2,1,0,1,1.0,1.0,0.5,0.5,0.5,0.5,2002-06-18
TUR,JPN,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2002-06-18
TUR,SWE,all_competitive,7,2,3,2,9.0,9.0,0.2857142857142857,0.2857142857142857,1.2857142857142858,1.2857142857142858,2018-11-17
TUR,BEL,all_competitive,7,2,2,3,9.0,11.0,0.2857142857142857,0.42857142857142855,1.2857142857142858,1.5714285714285714,2011-06-03
TUR,EGY,all_competitive,1,0,0,1,1.0,7.0,0.0,1.0,1.0,7.0,1928-05-28
TUR,ESP,all_competitive,10,1,3,6,7.0,22.0,0.1,0.6,0.7,2.2,2025-11-18
TUR,FRA,all_competitive,3,1,1,1,5.0,4.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,2019-10-14
TUR,SEN,all_competitive,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2002-06-22
TUR,SEN,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2002-06-22
TUR,NOR,all_competitive,8,5,2,1,14.0,9.0,0.625,0.125,1.75,1.125,2021-10-08
TUR,AUT,all_competitive,11,6,1,4,18.0,11.0,0.5454545454545454,0.36363636363636365,1.6363636363636365,1.0,2024-07-02
TUR,POR,all_competitive,7,0,0,7,2.0,17.0,0.0,1.0,0.2857142857142857,2.4285714285714284,2024-06-22
TUR,COL,all_competitive,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,2003-06-28
TUR,ENG,all_competitive,10,0,2,8,0.0,31.0,0.0,0.8,0.0,3.1,2003-10-11
TUR,CRO,all_competitive,10,2,4,4,5.0,10.0,0.2,0.4,0.5,1.0,2023-10-12
GER,CUW,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
GER,CUW,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
GER,CIV,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-20
GER,CIV,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-20
GER,ECU,all_competitive,2,1,0,0,3.0,0.0,0.5,0.0,1.5,0.0,2026-06-25
GER,ECU,wc_only,2,1,0,0,3.0,0.0,0.5,0.0,1.5,0.0,2026-06-25
GER,NED,all_competitive,16,6,6,4,25.0,27.0,0.375,0.25,1.5625,1.6875,2024-10-14
GER,NED,wc_only,3,2,1,0,6.0,4.0,0.6666666666666666,0.0,2.0,1.3333333333333333,1990-06-24
GER,JPN,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2022-11-23
GER,JPN,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2022-11-23
GER,SWE,all_competitive,14,9,4,1,36.0,21.0,0.6428571428571429,0.07142857142857142,2.5714285714285716,1.5,2018-06-23
GER,SWE,wc_only,5,4,0,1,11.0,7.0,0.8,0.2,2.2,1.4,2018-06-23
GER,TUN,all_competitive,2,1,1,0,3.0,0.0,0.5,0.0,1.5,0.0,2005-06-18
GER,TUN,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1978-06-10
GER,BEL,all_competitive,8,8,0,0,18.0,7.0,1.0,0.0,2.25,0.875,2011-10-11
GER,BEL,wc_only,2,2,0,0,8.0,4.0,1.0,0.0,4.0,2.0,1994-07-02
GER,IRN,all_competitive,1,1,0,0,2.0,0.0,1.0,0.0,2.0,0.0,1998-06-25
GER,IRN,wc_only,1,1,0,0,2.0,0.0,1.0,0.0,2.0,0.0,1998-06-25
GER,NZL,all_competitive,1,1,0,0,2.0,0.0,1.0,0.0,2.0,0.0,1999-07-28
GER,ESP,all_competitive,13,4,4,5,13.0,17.0,0.3076923076923077,0.38461538461538464,1.0,1.3076923076923077,2024-07-05
GER,ESP,wc_only,5,2,2,1,6.0,5.0,0.4,0.2,1.2,1.0,2022-11-27
GER,KSA,all_competitive,1,1,0,0,8.0,0.0,1.0,0.0,8.0,0.0,2002-06-01
GER,KSA,wc_only,1,1,0,0,8.0,0.0,1.0,0.0,8.0,0.0,2002-06-01
GER,URU,all_competitive,5,3,1,1,10.0,7.0,0.6,0.2,2.0,1.4,2010-07-10
GER,URU,wc_only,4,3,1,0,9.0,3.0,0.75,0.0,2.25,0.75,2010-07-10
GER,FRA,all_competitive,9,2,2,5,10.0,16.0,0.2222222222222222,0.5555555555555556,1.1111111111111112,1.7777777777777777,2025-06-08
GER,FRA,wc_only,4,2,1,1,9.0,9.0,0.5,0.25,2.25,2.25,2014-07-04
GER,NOR,all_competitive,4,3,1,0,15.0,2.0,0.75,0.0,3.75,0.5,2017-09-04
GER,ARG,all_competitive,10,5,3,2,16.0,9.0,0.5,0.2,1.6,0.9,2014-07-13
GER,ARG,wc_only,7,4,2,1,12.0,5.0,0.5714285714285714,0.14285714285714285,1.7142857142857142,0.7142857142857143,2014-07-13
GER,ALG,all_competitive,2,1,0,1,3.0,3.0,0.5,0.5,1.5,1.5,2014-06-30
GER,ALG,wc_only,2,1,0,1,3.0,3.0,0.5,0.5,1.5,1.5,2014-06-30
GER,AUT,all_competitive,16,13,1,2,38.0,16.0,0.8125,0.125,2.375,1.0,2013-09-06
GER,AUT,wc_only,4,3,0,1,12.0,6.0,0.75,0.25,3.0,1.5,1982-06-25
GER,POR,all_competitive,12,6,3,3,19.0,13.0,0.5,0.25,1.5833333333333333,1.0833333333333333,2025-06-04
GER,POR,wc_only,2,2,0,0,7.0,1.0,1.0,0.0,3.5,0.5,2014-06-16
GER,COL,all_competitive,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1990-06-19
GER,COL,wc_only,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1990-06-19
GER,ENG,all_competitive,15,5,6,4,22.0,23.0,0.3333333333333333,0.26666666666666666,1.4666666666666666,1.5333333333333334,2022-09-26
GER,ENG,wc_only,5,2,2,1,10.0,8.0,0.4,0.2,2.0,1.6,2010-06-27
GER,CRO,all_competitive,3,1,0,2,3.0,6.0,0.3333333333333333,0.6666666666666666,1.0,2.0,2008-06-12
GER,CRO,wc_only,1,0,0,1,0.0,3.0,0.0,1.0,0.0,3.0,1998-07-04
GER,GHA,all_competitive,2,1,1,0,3.0,2.0,0.5,0.0,1.5,1.0,2014-06-21
GER,GHA,wc_only,2,1,1,0,3.0,2.0,0.5,0.0,1.5,1.0,2014-06-21
CUW,CIV,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-25
CUW,CIV,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-25
CUW,ECU,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-20
CUW,ECU,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-20
CUW,COL,all_competitive,1,0,0,1,2.0,4.0,0.0,1.0,2.0,4.0,1946-12-09
CUW,PAN,all_competitive,9,3,3,3,19.0,17.0,0.3333333333333333,0.3333333333333333,2.111111111111111,1.8888888888888888,2023-10-13
CIV,ECU,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
CIV,ECU,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
CIV,NED,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2006-06-16
CIV,NED,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2006-06-16
CIV,JPN,all_competitive,2,1,0,1,2.0,2.0,0.5,0.5,1.0,1.0,2014-06-14
CIV,JPN,wc_only,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,2014-06-14
CIV,TUN,all_competitive,7,2,3,2,11.0,11.0,0.2857142857142857,0.2857142857142857,1.5714285714285714,1.5714285714285714,2013-01-26
CIV,EGY,all_competitive,17,3,4,10,17.0,28.0,0.17647058823529413,0.5882352941176471,1.0,1.6470588235294117,2026-01-10
CIV,NZL,all_competitive,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,2025-06-07
CIV,SEN,all_competitive,10,6,4,0,15.0,6.0,0.6,0.0,1.5,0.6,2024-01-29
CIV,ARG,all_competitive,2,0,0,2,1.0,6.0,0.0,1.0,0.5,3.0,2006-06-10
CIV,ARG,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2006-06-10
CIV,ALG,all_competitive,17,8,5,4,26.0,19.0,0.47058823529411764,0.23529411764705882,1.5294117647058822,1.1176470588235294,2022-01-20
CIV,POR,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-15
CIV,POR,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-15
CIV,COD,all_competitive,14,7,3,4,25.0,20.0,0.5,0.2857142857142857,1.7857142857142858,1.4285714285714286,2024-02-07
CIV,COL,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2014-06-19
CIV,COL,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2014-06-19
CIV,GHA,all_competitive,21,6,6,9,26.0,32.0,0.2857142857142857,0.42857142857142855,1.2380952380952381,1.5238095238095237,2015-02-08
ECU,NED,all_competitive,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,2022-11-25
ECU,NED,wc_only,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,2022-11-25
ECU,JPN,all_competitive,3,0,2,1,1.0,4.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2022-09-27
ECU,IRN,all_competitive,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1972-06-21
ECU,URU,all_competitive,42,8,7,27,38.0,101.0,0.19047619047619047,0.6428571428571429,0.9047619047619048,2.4047619047619047,2024-10-15
ECU,FRA,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-25
ECU,FRA,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-25
ECU,SEN,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2022-11-29
ECU,SEN,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2022-11-29
ECU,ARG,all_competitive,35,5,9,21,30.0,86.0,0.14285714285714285,0.6,0.8571428571428571,2.4571428571428573,2025-09-09
ECU,POR,all_competitive,1,0,0,1,0.0,3.0,0.0,1.0,0.0,3.0,1972-06-11
ECU,COL,all_competitive,36,9,9,18,30.0,43.0,0.25,0.5,0.8333333333333334,1.1944444444444444,2024-11-19
ECU,ENG,all_competitive,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,2006-06-25
ECU,ENG,wc_only,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,2006-06-25
ECU,CRO,all_competitive,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2002-06-13
ECU,CRO,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2002-06-13
NED,JPN,all_competitive,2,1,0,0,1.0,0.0,0.5,0.0,0.5,0.0,2026-06-14
NED,JPN,wc_only,2,1,0,0,1.0,0.0,0.5,0.0,0.5,0.0,2026-06-14
NED,SWE,all_competitive,12,5,4,2,22.0,16.0,0.4166666666666667,0.16666666666666666,1.8333333333333333,1.3333333333333333,2026-06-20
NED,SWE,wc_only,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-20
NED,TUN,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-25
NED,TUN,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-25
NED,BEL,all_competitive,20,12,4,4,34.0,14.0,0.6,0.2,1.7,0.7,2022-09-25
NED,BEL,wc_only,2,0,1,1,0.0,1.0,0.0,0.5,0.0,0.5,1998-06-13
NED,EGY,all_competitive,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1990-06-12
NED,EGY,wc_only,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1990-06-12
NED,IRN,all_competitive,1,1,0,0,3.0,0.0,1.0,0.0,3.0,0.0,1978-06-03
NED,IRN,wc_only,1,1,0,0,3.0,0.0,1.0,0.0,3.0,0.0,1978-06-03
NED,ESP,all_competitive,7,2,2,3,13.0,12.0,0.2857142857142857,0.42857142857142855,1.8571428571428572,1.7142857142857142,2025-03-23
NED,ESP,wc_only,2,1,0,1,5.0,2.0,0.5,0.5,2.5,1.0,2014-06-13
NED,KSA,all_competitive,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,1994-06-20
NED,KSA,wc_only,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,1994-06-20
NED,URU,all_competitive,6,2,1,3,7.0,9.0,0.3333333333333333,0.5,1.1666666666666667,1.5,2011-06-08
NED,URU,wc_only,2,2,0,0,5.0,2.0,1.0,0.0,2.5,1.0,2010-07-06
NED,FRA,all_competitive,12,4,2,6,12.0,18.0,0.3333333333333333,0.5,1.0,1.5,2024-06-21
NED,SEN,all_competitive,1,1,0,0,2.0,0.0,1.0,0.0,2.0,0.0,2022-11-21
NED,SEN,wc_only,1,1,0,0,2.0,0.0,1.0,0.0,2.0,0.0,2022-11-21
NED,NOR,all_competitive,10,6,3,1,22.0,5.0,0.6,0.1,2.2,0.5,2021-11-16
NED,ARG,all_competitive,7,2,4,1,9.0,6.0,0.2857142857142857,0.14285714285714285,1.2857142857142858,0.8571428571428571,2022-12-09
NED,ARG,wc_only,6,2,3,1,9.0,6.0,0.3333333333333333,0.16666666666666666,1.5,1.0,2022-12-09
NED,AUT,all_competitive,10,5,2,3,22.0,12.0,0.5,0.3,2.2,1.2,2024-06-25
NED,AUT,wc_only,1,1,0,0,5.0,1.0,1.0,0.0,5.0,1.0,1978-06-14
NED,POR,all_competitive,8,1,1,6,5.0,11.0,0.125,0.75,0.625,1.375,2019-06-09
NED,POR,wc_only,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,2006-06-25
NED,ENG,all_competitive,7,3,2,2,12.0,10.0,0.42857142857142855,0.2857142857142857,1.7142857142857142,1.4285714285714286,2024-07-10
NED,ENG,wc_only,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1990-06-16
NED,CRO,all_competitive,2,0,0,2,3.0,6.0,0.0,1.0,1.5,3.0,2023-06-14
NED,CRO,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,1998-07-11
JPN,SWE,all_competitive,3,0,1,1,1.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2026-06-25
JPN,SWE,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-25
JPN,TUN,all_competitive,4,2,0,1,4.0,3.0,0.5,0.25,1.0,0.75,2026-06-20
JPN,TUN,wc_only,2,1,0,0,2.0,0.0,0.5,0.0,1.0,0.0,2026-06-20
JPN,BEL,all_competitive,4,1,2,1,8.0,5.0,0.25,0.25,2.0,1.25,2018-07-02
JPN,BEL,wc_only,2,0,1,1,4.0,5.0,0.0,0.5,2.0,2.5,2018-07-02
JPN,IRN,all_competitive,16,6,3,7,18.0,17.0,0.375,0.4375,1.125,1.0625,2024-02-03
JPN,NZL,all_competitive,3,2,0,1,5.0,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,2017-10-06
JPN,ESP,all_competitive,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,2022-12-01
JPN,ESP,wc_only,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,2022-12-01
JPN,KSA,all_competitive,16,9,2,5,23.0,11.0,0.5625,0.3125,1.4375,0.6875,2025-03-25
JPN,URU,all_competitive,4,1,1,2,7.0,11.0,0.25,0.5,1.75,2.75,2019-06-20
JPN,FRA,all_competitive,4,0,1,3,4.0,9.0,0.0,0.75,1.0,2.25,2003-06-20
JPN,SEN,all_competitive,2,0,2,0,4.0,4.0,0.0,0.0,2.0,2.0,2018-06-24
JPN,SEN,wc_only,1,0,1,0,2.0,2.0,0.0,0.0,2.0,2.0,2018-06-24
JPN,IRQ,all_competitive,12,6,3,3,17.0,10.0,0.5,0.25,1.4166666666666667,0.8333333333333334,2024-01-19
JPN,ARG,all_competitive,4,0,0,4,2.0,11.0,0.0,1.0,0.5,2.75,2003-06-08
JPN,ARG,wc_only,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1998-06-14
JPN,ALG,all_competitive,1,1,0,0,2.0,1.0,1.0,0.0,2.0,1.0,1986-05-11
JPN,JOR,all_competitive,6,2,3,1,12.0,5.0,0.3333333333333333,0.16666666666666666,2.0,0.8333333333333334,2015-01-20
JPN,UZB,all_competitive,9,5,3,1,24.0,9.0,0.5555555555555556,0.1111111111111111,2.6666666666666665,1.0,2019-01-17
JPN,COL,all_competitive,5,1,1,3,3.0,7.0,0.2,0.6,0.6,1.4,2019-03-22
JPN,COL,wc_only,2,1,0,1,3.0,5.0,0.5,0.5,1.5,2.5,2018-06-19
JPN,CRO,all_competitive,4,1,2,1,5.0,5.0,0.25,0.25,1.25,1.25,2022-12-05
JPN,CRO,wc_only,3,0,2,1,1.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2022-12-05
JPN,GHA,all_competitive,2,2,0,0,6.0,1.0,1.0,0.0,3.0,0.5,2025-11-14
JPN,PAN,all_competitive,1,1,0,0,3.0,0.0,1.0,0.0,3.0,0.0,2018-10-12
SWE,TUN,all_competitive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
SWE,TUN,wc_only,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-14
SWE,BEL,all_competitive,9,3,1,5,16.0,13.0,0.3333333333333333,0.5555555555555556,1.7777777777777777,1.4444444444444444,2023-10-16
SWE,EGY,all_competitive,1,1,0,0,5.0,0.0,1.0,0.0,5.0,0.0,1924-06-01
SWE,ESP,all_competitive,11,3,2,6,10.0,15.0,0.2727272727272727,0.5454545454545454,0.9090909090909091,1.3636363636363635,2021-11-14
SWE,ESP,wc_only,2,1,0,1,3.0,2.0,0.5,0.5,1.5,1.0,1978-06-11
SWE,KSA,all_competitive,1,1,0,0,3.0,1.0,1.0,0.0,3.0,1.0,1994-07-03
SWE,KSA,wc_only,1,1,0,0,3.0,1.0,1.0,0.0,3.0,1.0,1994-07-03
SWE,URU,all_competitive,3,2,0,1,6.0,3.0,0.6666666666666666,0.3333333333333333,2.0,1.0,1974-06-23
SWE,URU,wc_only,3,2,0,1,6.0,3.0,0.6666666666666666,0.3333333333333333,2.0,1.0,1974-06-23
SWE,FRA,all_competitive,12,3,3,6,15.0,20.0,0.25,0.5,1.25,1.6666666666666667,2020-11-17
SWE,SEN,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2002-06-16
SWE,SEN,wc_only,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2002-06-16
SWE,NOR,all_competitive,62,32,13,17,149.0,97.0,0.5161290322580645,0.27419354838709675,2.403225806451613,1.564516129032258,2022-06-12
SWE,ARG,all_competitive,2,1,1,0,4.0,3.0,0.5,0.0,2.0,1.5,2002-06-12
SWE,ARG,wc_only,2,1,1,0,4.0,3.0,0.5,0.0,2.0,1.5,2002-06-12
SWE,AUT,all_competitive,16,5,2,9,14.0,23.0,0.3125,0.5625,0.875,1.4375,2023-09-12
SWE,AUT,wc_only,1,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1978-06-07
SWE,POR,all_competitive,14,4,4,6,14.0,16.0,0.2857142857142857,0.42857142857142855,1.0,1.1428571428571428,2020-10-14
SWE,COL,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1994-02-18
SWE,ENG,all_competitive,9,2,5,2,9.0,10.0,0.2222222222222222,0.2222222222222222,1.0,1.1111111111111112,2018-07-07
SWE,ENG,wc_only,3,0,2,1,3.0,5.0,0.0,0.3333333333333333,1.0,1.6666666666666667,2018-07-07
SWE,CRO,all_competitive,4,1,0,3,3.0,5.0,0.25,0.75,0.75,1.25,2020-11-14
TUN,BEL,all_competitive,2,0,1,1,3.0,6.0,0.0,0.5,1.5,3.0,2018-06-23
TUN,BEL,wc_only,2,0,1,1,3.0,6.0,0.0,0.5,1.5,3.0,2018-06-23
TUN,EGY,all_competitive,21,10,5,6,28.0,21.0,0.47619047619047616,0.2857142857142857,1.3333333333333333,1.0,2021-12-15
TUN,NZL,all_competitive,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-26
TUN,ESP,all_competitive,1,0,0,1,1.0,3.0,0.0,1.0,1.0,3.0,2006-06-19
TUN,ESP,wc_only,1,0,0,1,1.0,3.0,0.0,1.0,1.0,3.0,2006-06-19
TUN,CPV,all_competitive,3,2,1,0,6.0,2.0,0.6666666666666666,0.0,2.0,0.6666666666666666,2015-01-18
TUN,KSA,all_competitive,1,0,1,0,2.0,2.0,0.0,0.0,2.0,2.0,2006-06-14
TUN,KSA,wc_only,1,0,1,0,2.0,2.0,0.0,0.0,2.0,2.0,2006-06-14
TUN,FRA,all_competitive,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2022-11-30
TUN,FRA,wc_only,1,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,2022-11-30
TUN,SEN,all_competitive,16,4,7,5,10.0,11.0,0.25,0.3125,0.625,0.6875,2019-07-14
TUN,IRQ,all_competitive,3,1,2,0,4.0,2.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1988-07-09
TUN,ARG,all_competitive,1,0,0,1,1.0,2.0,0.0,1.0,1.0,2.0,2005-06-15
TUN,ALG,all_competitive,16,7,5,4,16.0,16.0,0.4375,0.25,1.0,1.0,2021-12-18
TUN,JOR,all_competitive,1,1,0,0,4.0,0.0,1.0,0.0,4.0,0.0,1963-04-04
