fixture_id,competition,season,date,home,away,home_goals,away_goals,outcome,p_home_mkt,p_draw_mkt,p_away_mkt,n_books
10325171,Asian Cup,2019,2019-01-06,Australia,Jordan,0,1,2,0.6676557863501484,0.20771513353115725,0.12462908011869436,1
10325172,Asian Cup,2019,2019-01-06,Syria,Palestine,0,0,1,0.4900583151830253,0.30193915548373496,0.20800252933323962,1
10325176,Asian Cup,2019,2019-01-08,Iraq,Vietnam,3,2,0,0.5844155844155844,0.25974025974025977,0.15584415584415584,1
10325177,Asian Cup,2019,2019-01-08,Saudi Arabia,Korea DPR,4,0,0,0.5448318804483189,0.26774595267745954,0.1874221668742217,1
10325179,Asian Cup,2019,2019-01-09,Japan,Turkmenistan,3,2,0,0.8868864121413328,0.08546359971543753,0.02764998814322979,1
10325180,Asian Cup,2019,2019-01-09,Uzbekistan,Oman,2,1,0,0.40930979133226325,0.3138041733547351,0.2768860353130016,1
10325178,Asian Cup,2019,2019-01-09,Qatar,Lebanon,2,0,0,0.5672506047057099,0.2620538004837646,0.17069559481052554,9
10325187,Asian Cup,2019,2019-01-10,Bahrain,Thailand,0,1,2,0.4983388704318936,0.2823920265780731,0.21926910299003324,9
10325181,Asian Cup,2019,2019-01-10,Jordan,Syria,2,0,0,0.2893401015228426,0.3248730964467005,0.38578680203045684,9
10325188,Asian Cup,2019,2019-01-10,India,United Arab Emirates,0,2,2,0.12272107428927911,0.20544822704678423,0.6718306986639367,9
10325182,Asian Cup,2019,2019-01-11,Palestine,Australia,0,3,2,0.07474448402257462,0.1656571011138622,0.7595984148635632,9
10325183,Asian Cup,2019,2019-01-11,Philippines,China PR,0,3,2,0.14676000422837945,0.21927671220004932,0.6339632835715712,9
10325184,Asian Cup,2019,2019-01-11,Kyrgyz Republic,Korea Republic,0,1,2,0.05850706119704102,0.13449899125756556,0.8069939475453934,9
10325186,Asian Cup,2019,2019-01-12,Vietnam,Iran,0,2,2,0.07496395963479095,0.14416146083613646,0.7808745795290725,19
10325185,Asian Cup,2019,2019-01-12,Yemen,Iraq,0,3,2,0.07548098386818951,0.16661569450449787,0.7579033216273127,18
10325190,Asian Cup,2019,2019-01-12,Lebanon,Saudi Arabia,0,2,2,0.15114543287005863,0.25678806257525305,0.5920665045546883,16
10325189,Asian Cup,2019,2019-01-13,Korea DPR,Qatar,0,6,2,0.12050739957716702,0.2029598308668076,0.6765327695560253,15
10325192,Asian Cup,2019,2019-01-13,Oman,Japan,0,1,2,0.10944078797367342,0.1894541640699813,0.7011050479563453,16
10325191,Asian Cup,2019,2019-01-13,Turkmenistan,Uzbekistan,0,4,2,0.13664392009709464,0.23143748828253297,0.6319185916203723,15
10325203,Asian Cup,2019,2019-01-14,United Arab Emirates,Thailand,1,1,1,0.5691653035636308,0.26950611378095196,0.16132858265541725,17
10325204,Asian Cup,2019,2019-01-14,India,Bahrain,0,1,2,0.23205020097675663,0.27059039829052844,0.4973594007327149,17
10325193,Asian Cup,2019,2019-01-15,Australia,Syria,3,2,0,0.6218494580193318,0.23163892311220108,0.1465116188684672,14
10325194,Asian Cup,2019,2019-01-15,Palestine,Jordan,0,0,1,0.2878143133462283,0.2924564796905223,0.41972920696324956,13
10325195,Asian Cup,2019,2019-01-16,Korea Republic,China PR,2,0,0,0.625902744342802,0.23158401540683676,0.14251324025036108,9
10325196,Asian Cup,2019,2019-01-16,Kyrgyz Republic,Philippines,3,1,0,0.520120527038351,0.2677090947991513,0.2121703781624975,13
10325197,Asian Cup,2019,2019-01-16,Iran,Iraq,0,0,1,0.5368334532004521,0.27329703072023015,0.18986951607931776,11
10325198,Asian Cup,2019,2019-01-16,Vietnam,Yemen,2,0,0,0.6211545663688406,0.21090364346476914,0.16794179016639024,11
10325201,Asian Cup,2019,2019-01-17,Japan,Uzbekistan,2,1,0,0.5566388119875537,0.26111540578545395,0.18224578222699234,10
10325202,Asian Cup,2019,2019-01-17,Oman,Turkmenistan,3,1,0,0.6833884049264043,0.19894612996895966,0.11766546510463603,10
10325199,Asian Cup,2019,2019-01-17,Saudi Arabia,Qatar,0,2,2,0.3480395055887397,0.31030811993612867,0.3416523744751316,10
10325200,Asian Cup,2019,2019-01-17,Lebanon,Korea DPR,4,1,0,0.6548446373244466,0.19901356920752666,0.14614179346802667,10
11645117,Asian Cup,2019,2019-01-20,Jordan,Vietnam,1,1,1,0.5180823131151544,0.2861386265878771,0.1957790602969685,10
11636830,Asian Cup,2019,2019-01-20,Thailand,China PR,1,2,2,0.19298501721122824,0.27162332406963996,0.5353916587191319,10
11645118,Asian Cup,2019,2019-01-20,Iran,Oman,2,0,0,0.7055352970596358,0.20168815269887955,0.0927765502414846,10
11645119,Asian Cup,2019,2019-01-21,Japan,Saudi Arabia,1,0,0,0.5411041476674587,0.26359275362703016,0.19530309870551124,10
11645120,Asian Cup,2019,2019-01-21,Australia,Uzbekistan,0,0,1,0.5601000622147095,0.2534017549073115,0.18649818287797895,10
11636831,Asian Cup,2019,2019-01-21,United Arab Emirates,Kyrgyz Republic,3,2,0,0.6691282589545106,0.22144959046351656,0.1094221505819729,10
11645121,Asian Cup,2019,2019-01-22,Korea Republic,Bahrain,2,1,0,0.7344255058200402,0.19000686979639314,0.07556762438356664,10
11645122,Asian Cup,2019,2019-01-22,Qatar,Iraq,1,0,0,0.41970435015133173,0.30546492948541765,0.27483072036325057,10
11669445,Asian Cup,2019,2019-01-24,Vietnam,Japan,0,1,2,0.09759460701700627,0.18921403401256318,0.7131913589704304,10
11666440,Asian Cup,2019,2019-01-24,China PR,Iran,0,3,2,0.10990529536064934,0.22636402635464858,0.6637306782847021,10
11677516,Asian Cup,2019,2019-01-25,Korea Republic,Qatar,0,1,2,0.4651559974381653,0.305102320900302,0.22974168166153286,10
11673904,Asian Cup,2019,2019-01-25,United Arab Emirates,Australia,1,0,0,0.17496241196486506,0.2736408957822268,0.5513966922529082,20
11691463,Asian Cup,2019,2019-01-28,Iran,Japan,0,3,2,0.4199475065616798,0.32808398950131235,0.25196850393700787,13
11702021,Asian Cup,2019,2019-01-29,Qatar,United Arab Emirates,4,0,0,0.4429838262224794,0.31935597277440997,0.23766020100311067,10
11725058,Asian Cup,2019,2019-02-01,Japan,Qatar,1,3,2,0.4447882083851421,0.30732217193686096,0.24788961967799691,10
