fixture_id,competition,season,date,home,away,home_goals,away_goals,outcome,p_home_mkt,p_draw_mkt,p_away_mkt,n_books
18365807,AFCON,2021,2022-01-18,Zimbabwe,Guinea,2,1,0,0.14184088263984154,0.2543301399442152,0.6038289774159432,35
18365808,AFCON,2021,2022-01-18,Malawi,Senegal,0,0,1,0.07174345551606079,0.20453110302188493,0.7237254414620542,35
18365809,AFCON,2021,2022-01-18,Gabon,Morocco,2,2,1,0.14424728105323412,0.3348597595878649,0.520892959358901,35
18365810,AFCON,2021,2022-01-18,Ghana,Comoros,2,3,2,0.7364458592289426,0.1778586226062352,0.0856955181648224,35
18365811,AFCON,2021,2022-01-19,Guinea-Bissau,Nigeria,0,2,2,0.17981072555205047,0.26096931459707484,0.5592199598508747,35
18365812,AFCON,2021,2022-01-19,Egypt,Sudan,1,0,0,0.7580342041617645,0.16347172402792834,0.07849407181030711,35
18365813,AFCON,2021,2022-01-20,Côte d'Ivoire,Algeria,3,1,0,0.3110276171791656,0.3009944682379022,0.3879779145829322,35
18365814,AFCON,2021,2022-01-20,Sierra Leone,Equatorial Guinea,0,1,2,0.25867562635536917,0.3596524188969001,0.3816719547477307,35
18365815,AFCON,2021,2022-01-20,Gambia,Tunisia,1,0,0,0.17865104469397097,0.29197853130926393,0.5293704239967651,35
18365816,AFCON,2021,2022-01-20,Mali,Mauritania,2,0,0,0.7461448292091627,0.1818246402358614,0.07203053055497587,35
18452894,AFCON,2021,2022-01-23,Burkina Faso,Gabon,2,1,0,0.4180337816802191,0.34079288273503916,0.24117333558474183,34
18452895,AFCON,2021,2022-01-23,Nigeria,Tunisia,0,1,2,0.5157579502780815,0.30446356419641585,0.17977848552550268,34
18452896,AFCON,2021,2022-01-24,Guinea,Gambia,0,1,2,0.3756449948400413,0.33539731682146545,0.28895768833849333,25
18452897,AFCON,2021,2022-01-24,Cameroon,Comoros,2,1,0,0.8899117759877253,0.07786728039892597,0.03222094361334868,21
18452898,AFCON,2021,2022-01-25,Senegal,Cape Verde Islands,2,0,0,0.5920710424943273,0.28527059320181225,0.12265836430386047,33
18452899,AFCON,2021,2022-01-25,Morocco,Malawi,2,1,0,0.7294958504385834,0.19811571517174162,0.07238843438967484,34
18452900,AFCON,2021,2022-01-26,Côte d'Ivoire,Egypt,0,1,2,0.42638698294452065,0.32346598706136054,0.2501470299941188,34
18452901,AFCON,2021,2022-01-26,Mali,Equatorial Guinea,0,1,2,0.5600185247858072,0.29634313603248963,0.1436383391817032,34
18452890,AFCON,2021,2022-01-29,Gambia,Cameroon,0,2,2,0.11214685335323306,0.26883202846675014,0.6190211181800168,34
18452891,AFCON,2021,2022-01-29,Burkina Faso,Tunisia,1,0,0,0.23141169836082073,0.34501380482885996,0.42357449681031933,35
18452892,AFCON,2021,2022-01-30,Egypt,Morocco,2,1,0,0.24767080745341613,0.32453416149068326,0.4277950310559006,35
18452893,AFCON,2021,2022-01-30,Senegal,Equatorial Guinea,3,1,0,0.6257924849234575,0.2644193598268131,0.1097881552497294,35
18452888,AFCON,2021,2022-02-02,Burkina Faso,Senegal,1,3,2,0.17175981349631403,0.32575137042404384,0.502488816079642,34
18452889,AFCON,2021,2022-02-03,Cameroon,Egypt,0,1,2,0.41483461064011723,0.34317970203060794,0.24198568732927483,35
18452886,AFCON,2021,2022-02-05,Burkina Faso,Cameroon,3,4,2,0.2197038653149992,0.2759222073220725,0.5043739273629282,31
18452887,AFCON,2021,2022-02-06,Senegal,Egypt,1,0,0,0.43255966717757827,0.3516531640026275,0.21578716881979418,33
10325169,Asian Cup,2019,2019-01-05,United Arab Emirates,Bahrain,1,1,1,0.5615519253208868,0.26794049008168025,0.1705075845974329,1
