fixture_id,season,date,home,away,home_goals,away_goals,outcome,p_home_mkt,p_draw_mkt,p_away_mkt,n_books,ou_line,p_over_mkt,p_under_mkt,settle_label,last_update
19609166,2026,2026-06-17,Portugal,Congo DR,1,1,1,,,,0,2.5,0.5372613658367866,0.46273863416321326,,2026-06-17 16:50:21
19609149,2026,2026-06-17,England,Croatia,4,2,0,,,,0,2.5,0.4795626487177938,0.5204373512822063,,2026-06-17 19:50:35
19609167,2026,2026-06-17,Ghana,Panama,1,0,0,,,,0,2.5,0.4159471813103098,0.5840528186896902,,2026-06-17 22:50:07
19609165,2026,2026-06-18,Uzbekistan,Colombia,1,3,2,,,,0,2.5,0.5497716894977168,0.450228310502283,,2026-06-18 01:50:06
19609168,2026,2026-06-18,Czech Republic,South Africa,1,1,1,,,,0,2.5,0.44170905133436345,0.5582909486656364,Draw,2026-06-18 15:50:14
19609169,2026,2026-06-18,Switzerland,Bosnia and Herzegovina,4,1,0,,,,0,2.5,0.503964856633591,0.4960351433664088,Home,2026-06-18 18:50:06
19609170,2026,2026-06-18,Canada,Qatar,6,0,0,,,,0,2.5,0.5575750256627016,0.44242497433729844,Home,2026-06-18 21:50:03
19609128,2026,2026-06-19,Mexico,Korea Republic,1,0,0,,,,0,2.5,0.43005181347150256,0.5699481865284974,Home,2026-06-19 00:50:08
19609134,2026,2026-06-19,United States,Australia,2,0,0,,,,0,2.5,0.4654255319148936,0.5345744680851062,Home,2026-06-19 18:50:58
19609171,2026,2026-06-19,Scotland,Morocco,0,1,2,,,,0,2.5,0.44881043745203375,0.5511895625479662,Away,2026-06-19 21:50:04
19609172,2026,2026-06-20,Brazil,Haiti,3,0,0,,,,0,2.5,0.7234042553191489,0.2765957446808511,Home,2026-06-20 00:20:09
19609173,2026,2026-06-20,Türkiye,Paraguay,0,1,2,,,,0,2.5,0.4545454545454546,0.5454545454545455,Away,2026-06-20 02:50:05
19609176,2026,2026-06-20,Netherlands,Sweden,5,1,0,,,,0,2.5,0.579692597448299,0.42030740255170096,Home,2026-06-20 16:50:04
19609135,2026,2026-06-20,Germany,Côte d'Ivoire,2,1,0,,,,0,2.5,0.6030534351145038,0.3969465648854962,Home,2026-06-20 19:50:04
19609174,2026,2026-06-21,Ecuador,Curacao,0,0,1,,,,0,2.5,0.6133717729031763,0.38662822709682354,Draw,2026-06-20 23:50:05
19609175,2026,2026-06-21,Tunisia,Japan,0,4,2,,,,0,2.5,0.47774838552098653,0.5222516144790135,Away,2026-06-21 03:50:03
19609142,2026,2026-06-21,Spain,Saudi Arabia,4,0,0,,,,0,2.5,0.7048458149779735,0.29515418502202645,Home,2026-06-21 15:50:04
19609152,2026,2026-06-21,Belgium,Iran,0,0,1,,,,0,2.5,0.5203002951449645,0.4796997048550357,Draw,2026-06-21 18:50:03
19609178,2026,2026-06-21,Uruguay,Cape Verde Islands,2,2,1,,,,0,2.5,0.44975244718243323,0.5502475528175668,Draw,2026-06-21 21:50:05
19609177,2026,2026-06-22,New Zealand,Egypt,1,3,2,,,,0,2.5,0.44953918107203444,0.5504608189279655,Away,2026-06-22 00:50:06
19609146,2026,2026-06-22,Argentina,Austria,2,0,0,,,,0,2.5,0.5006553079947575,0.49934469200524245,Home,2026-06-22 16:50:27
19609179,2026,2026-06-22,France,Iraq,3,0,0,,,,0,2.5,0.7291666666666667,0.27083333333333337,Home,2026-06-22 20:50:28
19609180,2026,2026-06-23,Norway,Senegal,3,2,0,,,,0,2.5,0.513157894736842,0.48684210526315796,Home,2026-06-22 23:50:03
19609181,2026,2026-06-23,Jordan,Algeria,1,2,2,,,,0,2.5,0.5,0.5,Away,2026-06-23 02:50:11
19609148,2026,2026-06-23,Portugal,Uzbekistan,5,0,0,,,,0,2.5,0.6563245823389022,0.3436754176610979,Home,2026-06-23 16:50:07
19609183,2026,2026-06-23,England,Ghana,0,0,1,,,,0,2.5,0.6211205421873217,0.3788794578126782,Draw,2026-06-23 19:50:34
19609151,2026,2026-06-23,Panama,Croatia,0,1,2,,,,0,2.5,0.5578660200060624,0.44213397999393755,Away,2026-06-23 22:50:31
19609182,2026,2026-06-24,Colombia,Congo DR,1,0,0,,,,0,2.5,0.4438696707445635,0.5561303292554366,Home,2026-06-24 01:50:05
19609129,2026,2026-06-24,Switzerland,Canada,2,1,0,,,,0,2.5,0.43152454780361754,0.5684754521963824,,2026-06-24 18:50:26
19609186,2026,2026-06-24,Bosnia and Herzegovina,Qatar,3,1,0,,,,0,2.5,0.5799567317488673,0.42004326825113264,,2026-06-24 18:50:23
19609132,2026,2026-06-24,Scotland,Brazil,0,3,2,,,,0,2.5,0.5256260920209669,0.47437390797903317,Away,2026-06-24 21:50:18
19609187,2026,2026-06-24,Morocco,Haiti,4,2,0,,,,0,2.5,0.5891522051570243,0.4108477948429758,Home,2026-06-24 21:50:20
19609184,2026,2026-06-25,South Africa,Korea Republic,1,0,0,,,,0,2.5,0.4307869219293883,0.5692130780706116,Home,2026-06-25 00:50:05
19609185,2026,2026-06-25,Czech Republic,Mexico,0,3,2,,,,0,2.5,0.46466258300303703,0.535337416996963,Away,2026-06-25 00:50:05
19609136,2026,2026-06-25,Ecuador,Germany,2,1,0,,,,0,2.5,0.5666257327556246,0.4333742672443755,Home,2026-06-25 19:50:32
19609191,2026,2026-06-25,Curacao,Côte d'Ivoire,0,2,2,,,,0,2.5,0.6506024096385543,0.3493975903614458,Away,2026-06-25 19:50:35
19609137,2026,2026-06-25,Tunisia,Netherlands,1,3,2,,,,0,2.5,0.6751714240153085,0.32482857598469145,Away,2026-06-25 22:50:27
19609190,2026,2026-06-25,Japan,Sweden,1,1,1,,,,0,2.5,0.5105141893385532,0.48948581066144675,Draw,2026-06-25 22:50:25
19609188,2026,2026-06-26,Paraguay,Australia,0,0,1,,,,0,2.5,0.28260869565217395,0.717391304347826,Draw,2026-06-26 01:50:30
19609189,2026,2026-06-26,Türkiye,United States,3,2,0,,,,0,2.5,0.582901554404145,0.4170984455958549,Home,2026-06-26 01:50:50
